,total_sqft,bath,price,location,bhk
790,910.0,1.0,42.0,Baner road,1
791,1325.0,1.0,92.0,Baner road,2
793,750.0,2.0,50.0,Baner road,1
795,2072.0,4.0,159.0,Baner road,3
796,1938.0,3.0,113.0,Baner road,3
798,1545.0,3.0,85.0,Baner road,3
799,1999.0,3.0,135.0,Baner road,3
800,1654.0,2.0,85.0,Baner road,3
803,2658.0,5.0,187.0,Baner road,4
806,2774.0,4.0,208.0,Baner road,4
807,670.0,1.0,36.85,Baner road,1
808,1047.0,2.0,84.0,Baner road,2
809,900.0,2.0,65.0,Baner road,2
811,1380.0,2.0,95.0,Baner road,3
812,1126.0,2.0,69.0,Baner road,2
816,1594.0,3.0,99.0,Baner road,3
821,1300.0,2.0,120.0,Baner road,2
823,1693.0,3.0,125.0,Baner road,3
824,1395.0,2.0,79.0,Baner road,3
825,1560.0,3.0,90.0,Baner road,3
828,1308.0,2.0,89.04,Baner road,2
829,1221.0,3.0,65.0,Baner road,3
831,1917.0,3.0,110.0,Baner road,3
832,1571.0,3.0,83.0,Baner road,3
834,1881.0,3.0,95.0,Baner road,3
835,1275.0,2.0,65.0,Baner road,3
839,3362.0,5.0,249.0,Baner road,4
840,2732.0,4.0,194.0,Baner road,4
842,1335.0,2.0,73.43,Baner road,3
845,3335.0,4.0,290.0,Baner road,4
846,3200.0,8.0,130.0,Baner road,9
847,1864.0,3.0,115.0,Baner road,3
848,1180.0,2.0,75.0,Baner road,2
849,1700.0,2.0,86.0,Baner road,3
851,1210.0,2.0,65.0,Baner road,3
853,1200.0,3.0,67.77,Baner road,3
855,1595.0,3.0,96.0,Baner road,3
856,1776.0,3.0,124.0,Baner road,3
857,1245.0,2.0,83.05,Baner road,2
859,1820.0,3.0,95.0,Baner road,3
863,3671.0,4.0,220.0,Baner road,4
870,1485.0,2.0,90.0,Baner road,3
875,1200.0,2.0,50.0,Bhandarkar Road,2
876,1285.0,2.0,82.0,Bhandarkar Road,2
877,1475.0,3.0,98.0,Bhandarkar Road,3
878,1693.0,3.0,108.0,Bhandarkar Road,3
879,1130.0,2.0,60.0,Bhandarkar Road,2
882,1100.0,2.0,45.0,Bhandarkar Road,2
883,1020.0,2.0,48.45,Bhandarkar Road,2
885,1198.0,2.0,77.0,Bhandarkar Road,2
886,1984.0,4.0,146.0,Bhandarkar Road,3
887,5000.0,7.0,299.0,Bhandarkar Road,7
888,1373.0,3.0,72.0,Bhandarkar Road,3
889,1060.0,2.0,62.0,Bhandarkar Road,2
890,1062.0,2.0,42.47,Bhandarkar Road,2
891,1101.0,2.0,65.5,Bhandarkar Road,2
892,1200.0,3.0,70.0,Bhandarkar Road,2
893,883.0,2.0,40.0,Bhandarkar Road,2
894,1620.0,2.0,110.0,Bhandarkar Road,3
895,1215.0,2.0,110.0,Bhandarkar Road,2
896,1200.0,3.0,44.0,Bhandarkar Road,2
897,1536.0,3.0,89.0,Bhandarkar Road,3
898,1160.0,2.0,36.0,Bhandarkar Road,2
899,1225.0,2.0,53.55,Bhandarkar Road,2
900,1121.0,2.0,43.72,Bhandarkar Road,2
901,1460.0,3.0,88.0,Bhandarkar Road,3
902,1300.0,2.0,85.0,Bhandarkar Road,2
903,1424.0,2.0,90.0,Bhandarkar Road,2
904,950.0,2.0,48.0,Bhandarkar Road,2
905,1350.0,2.0,83.0,Bhandarkar Road,3
906,1011.0,2.0,50.53,Bhandarkar Road,2
907,1219.0,2.0,40.0,Bhandarkar Road,2
909,4000.0,6.0,150.0,Bhandarkar Road,6
910,1600.0,3.0,95.0,Bhandarkar Road,3
914,1996.0,3.0,135.0,Bhandarkar Road,3
915,1050.0,2.0,75.0,Bhandarkar Road,2
916,1252.0,2.0,55.0,Bhandarkar Road,2
917,1165.0,2.0,45.0,Bhandarkar Road,2
918,1450.0,2.0,89.6,Bhandarkar Road,3
920,2790.0,4.0,198.0,Bhandarkar Road,4
921,1210.0,2.0,60.0,Bhandarkar Road,2
923,1100.0,2.0,35.0,Bhandarkar Road,2
924,1116.0,2.0,37.0,Bhandarkar Road,2
925,2774.0,4.0,208.0,Bhandarkar Road,4
926,1620.0,3.0,110.0,Bhandarkar Road,3
927,602.0,1.0,26.0,Bhandarkar Road,1
928,1216.0,2.0,75.0,Bhandarkar Road,2
930,1250.0,2.0,68.0,Bhandarkar Road,2
932,2790.0,5.0,198.0,Bhandarkar Road,4
933,1200.0,2.0,67.0,Bhandarkar Road,2
934,1713.0,3.0,110.0,Bhandarkar Road,3
935,940.0,2.0,43.61,Bhandarkar Road,2
936,2456.0,3.0,220.0,Bhandarkar Road,3
937,1180.0,2.0,50.0,Bhandarkar Road,2
938,1151.0,2.0,43.16,Bhandarkar Road,2
939,1140.0,2.0,46.0,Bhandarkar Road,2
940,2515.0,4.0,155.0,Bhandarkar Road,3
941,1232.0,2.0,69.6,Bhandarkar Road,2
942,1194.0,2.0,46.0,Bhandarkar Road,2
944,1099.0,2.0,37.5,Bhandarkar Road,2
945,933.0,2.0,58.0,Bhandarkar Road,1
946,900.0,1.0,70.0,Bhandarkar Road,2
947,1510.0,3.0,83.05,Bhandarkar Road,3
948,1100.0,3.0,56.57,Bhandarkar Road,3
949,1128.0,2.0,65.58,Bhandarkar Road,2
950,1100.0,2.0,50.0,Bhandarkar Road,2
951,1547.0,2.0,103.0,Bhandarkar Road,2
953,1140.0,2.0,56.0,Bhandarkar Road,2
954,602.0,1.0,38.0,Bhandarkar Road,1
955,1560.0,2.0,83.3,Bhandarkar Road,3
956,965.0,2.0,38.0,Bhandarkar Road,2
957,1060.0,2.0,42.5,Bhandarkar Road,2
958,1015.0,2.0,60.0,Bhandarkar Road,2
959,1960.0,3.0,138.0,Bhandarkar Road,3
962,2247.0,3.0,145.0,Bhandarkar Road,3
965,1385.0,3.0,90.0,Bhandarkar Road,3
967,1370.0,2.0,87.0,Bhandarkar Road,3
968,1360.0,2.0,62.425,Bhandarkar Road,2
969,1116.0,2.0,51.91,Bhandarkar Road,2
971,1155.0,2.0,54.5,Bhandarkar Road,2
972,1170.0,2.0,50.0,Bhandarkar Road,2
974,1470.0,2.0,84.22,Bhandarkar Road,3
975,1175.0,2.0,50.0,Bhandarkar Road,2
977,1027.0,1.0,44.0,Bhandarkar Road,2
978,1000.0,2.0,44.0,Bhandarkar Road,2
980,1360.0,2.0,101.0,Bhandarkar Road,2
981,1241.0,2.0,64.0,Bhandarkar Road,2
982,986.0,2.0,31.0,Bhandarkar Road,2
983,2144.0,3.0,140.0,Bhandarkar Road,3
984,1012.0,2.0,68.0,Bhandarkar Road,2
985,1165.0,2.0,52.0,Bhandarkar Road,2
986,1160.0,2.0,64.08,Bhandarkar Road,2
987,1140.0,2.0,43.0,Bhandarkar Road,2
989,645.0,1.0,16.45,Bhandarkar Road,1
991,1564.0,3.0,103.0,Bhandarkar Road,3
992,530.0,1.0,18.0,Bhandarkar Road,1
995,912.0,2.0,70.0,Bhavani Peth,3
998,1753.0,3.0,120.0,Bhavani Peth,3
1000,1694.0,2.0,150.0,Bhavani Peth,2
1003,3900.0,4.0,410.0,Bhavani Peth,4
1005,3000.0,5.0,250.0,Bhavani Peth,4
1009,1168.0,3.0,70.0,Bhavani Peth,3
1011,1700.0,3.0,135.0,Bhavani Peth,3
1013,671.0,1.0,36.85,Bhavani Peth,1
1014,1673.0,3.0,115.0,Bhavani Peth,3
1018,3000.0,4.0,240.0,Bhavani Peth,4
1019,1170.0,2.0,71.0,Bhavani Peth,2
1024,2400.0,6.0,130.0,Bhavani Peth,6
1025,1304.0,2.0,100.0,Bhavani Peth,2
1026,1525.0,3.0,90.0,Bhavani Peth,3
1030,1925.0,2.0,114.0,Bhavani Peth,3
1031,1636.0,3.0,85.0,Bhavani Peth,3
1033,1125.0,2.0,70.0,Bhavani Peth,2
1037,1314.0,2.0,78.0,Bhavani Peth,2
1038,2383.0,5.0,215.0,Bhavani Peth,4
1040,700.0,1.0,30.84,Bhavani Peth,1
1042,1108.0,2.0,67.15,Bhavani Peth,2
1043,948.0,2.0,75.0,Bhavani Peth,2
1045,1440.0,2.0,70.0,Bhavani Peth,3
1046,1710.0,3.0,100.0,Bhavani Peth,3
1047,2245.0,4.0,154.0,Bhavani Peth,4
1048,2200.0,4.0,160.0,Bhavani Peth,3
1050,1056.0,2.0,60.0,Bhavani Peth,2
1051,550.0,1.0,16.0,Bhavani Peth,1
1052,1000.0,2.0,60.0,Bhavani Peth,2
1053,1266.67,2.0,69.0,Bhavani Peth,2
1055,4300.0,6.0,175.0,Bhavani Peth,6
1056,1903.0,6.0,140.0,Bhavani Peth,5
1059,2215.0,4.0,154.0,Bhavani Peth,3
1060,2250.0,3.0,200.0,Bhavani Peth,3
1062,2072.0,3.0,122.0,Bhavani Peth,3
1064,605.0,1.0,13.31,Bhavani Peth,1
1066,1517.0,2.0,125.0,Bhavani Peth,2
1068,2666.0,4.0,200.0,Bhavani Peth,3
1071,1713.0,3.0,120.0,Bhavani Peth,3
1074,1770.0,3.0,180.0,Bhavani Peth,3
1075,1600.0,3.0,140.0,Bhavani Peth,4
1076,1600.0,3.0,95.0,Bhavani Peth,3
1077,3900.0,5.0,415.0,Bhavani Peth,4
1078,3000.0,6.0,150.0,Bhavani Peth,6
1082,1320.0,2.0,95.0,Bhavani Peth,3
1084,1550.0,3.0,85.0,Bhavani Peth,3
1085,1299.0,2.0,105.0,Bhavani Peth,2
1086,1200.0,3.0,105.0,Bhavani Peth,3
1088,1318.0,2.0,68.0,Bhavani Peth,3
1091,1707.0,3.0,115.0,Bhavani Peth,3
1094,3420.0,4.0,225.0,Bhavani Peth,4
1097,860.0,2.0,56.0,Bhavani Peth,2
1099,1250.0,2.0,75.0,Bhavani Peth,2
1103,1350.0,1.0,145.0,Bhavani Peth,1
1105,1950.2,3.0,193.0,Bhavani Peth,3
1109,2340.0,5.0,160.0,Bhavani Peth,4
1110,1585.0,2.0,79.0,Bhavani Peth,3
1111,1210.0,2.0,69.0,Bhavani Peth,2
1112,1100.0,2.0,85.0,Bhavani Peth,2
1115,877.0,1.0,59.0,Bhavani Peth,1
1117,1630.0,2.0,98.0,Bibvewadi,3
1118,1225.0,2.0,47.6,Bibvewadi,2
1119,2000.0,4.0,120.0,Bibvewadi,4
1120,1460.0,2.0,58.0,Bibvewadi,2
1122,1020.0,2.0,40.0,Bibvewadi,2
1123,1019.0,2.0,49.85,Bibvewadi,2
1124,2376.0,3.0,203.0,Bibvewadi,3
1125,1300.0,2.0,50.0,Bibvewadi,2
1126,530.0,1.0,20.0,Bibvewadi,1
1127,1960.0,3.0,160.0,Bibvewadi,3
1128,1380.0,2.0,80.0,Bibvewadi,2
1131,1552.0,2.0,51.0,Bibvewadi,2
1132,1460.0,2.0,72.0,Bibvewadi,3
1133,3606.0,4.0,312.0,Bibvewadi,4
1134,1156.0,2.0,32.0,Bibvewadi,2
1135,1090.0,2.0,58.0,Bibvewadi,2
1136,2039.0,3.0,168.0,Bibvewadi,3
1137,987.0,2.0,49.0,Bibvewadi,2
1138,850.0,2.0,28.0,Bibvewadi,2
1139,1045.0,2.0,76.77,Bibvewadi,2
1140,1050.0,2.0,38.0,Bibvewadi,2
1141,1155.0,2.0,40.6,Bibvewadi,2
1142,1650.0,3.0,122.0,Bibvewadi,3
1143,1270.0,2.0,69.85,Bibvewadi,2
1144,1600.0,5.0,140.0,Bibvewadi,5
1145,1662.0,3.0,85.5,Bibvewadi,3
1146,1083.0,2.0,32.49,Bibvewadi,2
1147,1680.0,3.0,85.0,Bibvewadi,3
1150,1320.0,2.0,73.0,Bibvewadi,3
1151,1390.0,2.0,80.0,Bibvewadi,3
1153,2651.0,2.0,225.0,Bibvewadi,3
1154,1430.0,2.0,75.0,Bibvewadi,3
1156,1560.0,3.0,115.0,Bibvewadi,3
1157,1600.0,2.0,160.0,Bibvewadi,3
1158,1700.0,3.0,95.0,Bibvewadi,3
1160,1169.0,2.0,64.0,Bibvewadi,2
1161,1367.0,2.0,62.0,Bibvewadi,2
1162,1290.0,2.0,40.63,Bibvewadi,2
1163,1103.0,2.0,55.0,Bibvewadi,2
1165,1155.0,2.0,55.5,Bibvewadi,2
1166,1477.0,2.0,80.0,Bibvewadi,3
1167,3895.0,2.0,451.0,Bibvewadi,4
1168,1120.0,2.0,53.0,Bibvewadi,2
1169,970.0,2.0,55.0,Bibvewadi,2
1171,1000.0,2.0,38.5,Bibvewadi,2
1173,1500.0,2.0,82.0,Bibvewadi,3
1174,1476.0,3.0,125.0,Bibvewadi,3
1175,2400.0,3.0,150.0,Bibvewadi,3
1176,909.0,2.0,40.9,Bibvewadi,2
1177,1200.0,3.0,68.4,Bibvewadi,3
1178,2932.0,5.0,195.0,Bibvewadi,4
1180,1120.0,2.0,44.24,Bibvewadi,2
1181,1800.0,3.0,90.0,Bibvewadi,3
1182,3004.0,4.0,158.0,Bibvewadi,3
1183,2850.0,5.0,343.0,Bibvewadi,3
1184,1155.0,2.0,40.6,Bibvewadi,2
1185,1175.0,2.0,47.0,Bibvewadi,2
1186,1250.0,2.0,60.0,Bibvewadi,2
1187,1440.0,3.0,72.0,Bibvewadi,3
1189,1250.0,2.0,65.0,Bibvewadi,2
1191,6000.0,12.0,150.0,Bibvewadi,11
1193,664.0,1.0,35.4,Bibvewadi,1
1194,2300.0,3.0,142.0,Bibvewadi,3
1195,1500.0,2.0,50.0,Bibvewadi,2
1196,1133.0,2.0,40.0,Bibvewadi,2
1197,3300.0,4.0,430.0,Bibvewadi,4
1198,2504.0,3.0,138.0,Bibvewadi,3
1199,1110.0,2.0,110.0,Bibvewadi,2
1200,960.0,2.0,55.0,Bibvewadi,2
1201,1464.0,2.0,56.0,Bibvewadi,2
1202,1420.0,2.0,75.0,Bibvewadi,3
1203,1108.0,2.0,63.0,Bibvewadi,2
1204,975.0,2.0,50.0,Bibvewadi,2
1205,1295.0,2.0,55.47,Bibvewadi,2
1206,966.0,2.0,50.0,Bibvewadi,2
1207,1715.0,2.0,100.0,Bibvewadi,3
1209,945.0,2.0,45.0,Bibvewadi,2
1210,1817.0,3.0,110.0,Bibvewadi,3
1211,1698.0,2.0,105.0,Bibvewadi,2
1212,1333.0,2.0,86.65,Bibvewadi,2
1213,1976.0,3.0,145.0,Bibvewadi,3
1214,1935.0,4.0,125.0,Bibvewadi,3
1215,1320.0,2.0,65.0,Bibvewadi,3
1216,4500.0,4.0,345.0,Bibvewadi,4
1217,1752.12,3.0,125.0,Bibvewadi,3
1218,1184.0,2.0,78.0,Bibvewadi,2
1219,1100.0,3.0,58.0,Bibvewadi,3
1220,975.0,2.0,24.86,Bibvewadi,2
1221,1445.0,2.0,89.56,Bibvewadi,3
1222,1756.0,3.0,110.0,Bibvewadi,3
1223,1205.0,2.0,67.0,Bibvewadi,2
1224,1125.0,2.0,55.0,Bibvewadi,2
1225,1270.0,2.0,45.0,Bibvewadi,2
1226,1680.0,2.0,92.0,Bibvewadi,3
1227,1750.0,3.0,185.0,Bibvewadi,4
1228,720.0,1.0,28.0,Bibvewadi,1
1229,1655.0,3.0,113.0,Bibvewadi,3
1230,1354.0,2.0,71.0,Bibvewadi,2
1231,1660.0,3.0,110.0,Bibvewadi,3
1232,1360.0,2.0,73.0,Bibvewadi,3
1233,1150.0,2.0,45.0,Bibvewadi,2
1234,1477.0,2.0,69.5,Bibvewadi,3
1235,1075.0,2.0,53.0,Bopodi,2
1236,1050.0,2.0,32.0,Bopodi,2
1237,1253.0,2.0,102.0,Bopodi,2
1238,1875.0,3.0,165.0,Bopodi,3
1239,1975.0,3.0,150.0,Bopodi,3
1242,929.0,2.0,46.0,Bopodi,2
1243,1625.0,2.0,75.0,Bopodi,2
1244,1035.0,2.0,45.0,Bopodi,2
1246,900.0,1.0,45.0,Bopodi,2
1247,1010.0,2.0,40.39,Bopodi,2
1248,2038.5,3.0,120.0,Bopodi,3
1249,1200.0,3.0,68.5,Bopodi,3
1250,1258.0,2.0,115.0,Bopodi,2
1251,1068.0,2.0,40.05,Bopodi,2
1252,2017.0,3.0,125.0,Bopodi,3
1253,1112.0,2.0,40.0,Bopodi,2
1254,1720.0,3.0,100.0,Bopodi,3
1255,1196.0,2.0,51.51,Bopodi,2
1257,1850.0,3.0,146.0,Bopodi,3
1258,1255.0,2.0,77.68,Bopodi,3
1260,1091.0,2.0,32.0,Bopodi,2
1261,1045.0,2.0,60.0,Bopodi,2
1262,1520.0,2.0,103.0,Bopodi,3
1264,717.0,2.0,49.475,Bopodi,2
1265,1141.0,2.0,44.4,Bopodi,2
1266,1400.0,2.0,68.0,Bopodi,2
1267,650.0,1.0,23.0,Bopodi,1
1268,1550.0,2.0,90.0,Bopodi,3
1269,3216.0,4.0,226.0,Bopodi,4
1271,2072.0,4.0,147.0,Bopodi,3
1273,1444.0,2.0,70.0,Bopodi,2
1275,1253.0,2.0,52.66,Bopodi,2
1276,910.2,2.0,80.64,Bopodi,2
1277,2600.0,3.0,140.0,Bopodi,3
1278,2254.0,3.0,170.0,Bopodi,3
1279,1010.0,2.0,55.0,Bopodi,2
1281,1339.0,2.0,58.0,Bopodi,2
1282,1132.0,2.0,89.0,Bopodi,2
1283,1001.0,2.0,30.0,Bopodi,2
1284,700.0,2.0,34.99,Bopodi,2
1285,1095.0,2.0,38.33,Bopodi,2
1287,1655.0,3.0,113.0,Bopodi,3
1288,1276.0,2.0,75.0,Bopodi,2
1290,1852.0,3.0,130.0,Bopodi,3
1291,876.0,2.0,29.5,Bopodi,2
1292,1290.0,1.0,77.5,Bopodi,2
1293,3425.0,5.0,250.0,Bopodi,4
1294,1200.0,2.0,85.0,Bopodi,2
1297,1272.0,2.0,51.5,Bopodi,2
1299,1120.0,2.0,70.0,Bopodi,2
1301,3000.0,4.0,130.0,Bopodi,8
1303,800.0,1.0,72.0,Bopodi,1
1304,3600.0,7.0,160.0,Bopodi,7
1305,1380.0,3.0,130.0,Bopodi,3
1306,2625.0,3.0,175.0,Bopodi,3
1307,1230.0,2.0,58.0,Bopodi,2
1308,1000.0,2.0,63.0,Bopodi,2
1309,1183.0,2.0,58.56,Bopodi,2
1310,1564.0,3.0,100.0,Bopodi,3
1312,1163.0,2.0,64.08,Bopodi,2
1313,1295.0,2.0,43.9,Bopodi,2
1315,2439.0,4.0,190.0,Bopodi,4
1316,1180.0,2.0,105.0,Bopodi,2
1317,1050.0,2.0,51.0,Bopodi,2
1318,3496.0,4.0,262.0,Bopodi,4
1319,1475.0,3.0,80.0,Bopodi,3
1320,8000.0,5.0,550.0,Bopodi,5
1321,1053.0,2.0,53.0,Bopodi,2
1322,1691.0,3.0,100.0,Bopodi,3
1323,1205.0,2.0,47.0,Bopodi,2
1324,2030.0,2.0,182.0,Bopodi,3
1325,1400.0,3.0,90.0,Bopodi,3
1326,1258.0,2.0,85.5,Bopodi,2
1327,883.0,2.0,37.01,Bopodi,2
1328,1070.0,2.0,49.0,Bopodi,2
1329,1410.0,3.0,90.0,Bopodi,3
1330,2470.0,5.0,192.0,Bopodi,4
1331,1610.0,3.0,84.53,Bopodi,3
1332,1185.0,2.0,47.39,Bopodi,2
1333,1100.0,2.0,55.0,Bopodi,2
1334,1650.0,3.0,95.0,Bopodi,3
1335,1065.0,3.0,72.0,Bopodi,3
1336,1261.0,2.0,80.0,Bopodi,3
1337,1170.0,2.0,39.0,Bopodi,2
1339,1070.0,2.0,60.0,Bopodi,2
1341,1160.0,2.0,40.58,Bopodi,2
1343,1070.0,2.0,38.0,Bopodi,2
1344,1205.0,2.0,60.0,Bopodi,2
1347,1165.0,2.0,45.0,Bopodi,2
1348,1410.0,2.0,125.0,Bopodi,2
1349,900.0,2.0,75.0,Bopodi,2
1351,1340.0,2.0,75.0,Bopodi,2
1352,1420.0,2.0,120.0,Bopodi,2
1353,1000.0,2.0,38.0,Budhwar Peth,2
1354,782.0,2.0,55.68,Budhwar Peth,2
1357,1260.0,2.0,55.0,Budhwar Peth,2
1358,1196.0,2.0,94.42,Budhwar Peth,2
1359,1180.0,2.0,42.0,Budhwar Peth,2
1361,674.0,2.0,33.0,Budhwar Peth,2
1362,2072.0,4.0,142.0,Budhwar Peth,3
1363,1350.0,2.0,80.0,Budhwar Peth,2
1364,1397.0,3.0,105.0,Budhwar Peth,3
1366,1200.0,2.0,78.0,Budhwar Peth,2
1367,1030.0,2.0,55.0,Budhwar Peth,2
1368,1195.0,2.0,42.0,Budhwar Peth,2
1369,500.0,1.0,17.0,Budhwar Peth,1
1370,1200.0,1.0,48.0,Budhwar Peth,1
1371,1560.0,3.0,92.0,Budhwar Peth,3
1372,1135.0,2.0,58.0,Budhwar Peth,2
1373,3122.0,6.0,235.0,Budhwar Peth,4
1375,1198.0,2.0,84.0,Budhwar Peth,2
1376,1040.0,2.0,50.0,Budhwar Peth,2
1377,1697.0,3.0,114.0,Budhwar Peth,3
1378,1400.0,2.0,78.0,Budhwar Peth,2
1379,1112.0,2.0,62.0,Budhwar Peth,2
1380,1065.0,2.0,44.95,Budhwar Peth,2
1381,4200.0,4.0,255.0,Budhwar Peth,4
1382,1180.0,2.0,42.0,Budhwar Peth,2
1383,1205.0,2.0,42.18,Budhwar Peth,2
1384,1200.0,2.0,45.0,Budhwar Peth,2
1385,1215.0,2.0,58.86,Budhwar Peth,2
1386,1084.0,2.0,58.0,Budhwar Peth,2
1387,1151.0,2.0,43.1,Budhwar Peth,2
1388,1070.0,2.0,47.5,Budhwar Peth,2
1389,1858.0,2.0,167.0,Budhwar Peth,3
1390,2400.0,4.0,225.0,Budhwar Peth,5
1391,1000.0,2.0,36.0,Budhwar Peth,2
1392,993.0,2.0,50.0,Budhwar Peth,3
1393,1415.0,2.0,67.0,Budhwar Peth,2
1394,1200.0,3.0,85.0,Budhwar Peth,3
1395,1140.0,2.0,50.66,Budhwar Peth,2
1396,1300.0,3.0,89.13,Budhwar Peth,3
1397,1840.0,3.0,140.0,Budhwar Peth,3
1398,1160.0,2.0,42.0,Budhwar Peth,2
1399,2200.0,2.0,110.0,Budhwar Peth,2
1400,1465.0,3.0,80.01,Budhwar Peth,3
1401,1359.0,2.0,104.0,Budhwar Peth,2
1402,1040.0,2.0,48.86,Budhwar Peth,2
1404,970.0,2.0,35.0,Budhwar Peth,2
1405,1200.0,2.0,65.0,Budhwar Peth,3
1406,2805.0,5.0,160.0,Budhwar Peth,4
1407,1250.0,1.0,54.0,Budhwar Peth,2
1408,1225.0,2.0,47.0,Budhwar Peth,2
1410,1100.0,2.0,55.0,Budhwar Peth,2
1411,1150.0,2.0,48.0,Budhwar Peth,2
1412,945.0,2.0,45.0,Budhwar Peth,2
1413,700.0,2.0,35.07,Budhwar Peth,2
1414,1200.0,2.0,35.0,Budhwar Peth,2
1415,1300.0,3.0,64.0,Budhwar Peth,3
1416,790.0,2.0,49.5,Budhwar Peth,2
1417,1194.0,2.0,47.0,Budhwar Peth,2
1419,1490.0,2.0,92.0,Budhwar Peth,3
1420,1015.0,2.0,50.0,Budhwar Peth,2
1421,435.0,1.0,22.0,Budhwar Peth,1
1423,1215.0,2.0,68.0,Budhwar Peth,2
1424,1200.0,2.0,53.0,Budhwar Peth,2
1425,1050.0,2.0,64.8,Budhwar Peth,2
1426,1100.0,2.0,55.0,Budhwar Peth,2
1427,1340.0,2.0,72.0,Budhwar Peth,2
1428,1160.0,2.0,46.39,Budhwar Peth,2
1429,1197.0,2.0,50.0,Budhwar Peth,2
1430,1155.0,2.0,39.0,Budhwar Peth,2
1431,420.0,1.0,23.5,Budhwar Peth,1
1433,1200.0,2.0,46.5,Budhwar Peth,2
1434,1024.0,2.0,32.0,Budhwar Peth,2
1436,1445.0,2.0,83.0,Budhwar Peth,3
1437,975.0,2.0,32.0,Budhwar Peth,2
1438,1788.0,3.0,164.0,Budhwar Peth,3
1440,925.0,2.0,55.0,Budhwar Peth,2
1441,1070.0,2.0,33.43,Budhwar Peth,2
1442,1458.0,2.0,87.0,Budhwar Peth,3
1443,700.0,1.0,38.0,Budhwar Peth,1
1444,6000.0,4.0,410.0,Budhwar Peth,4
1445,1469.0,2.0,99.14,Budhwar Peth,2
1446,1100.0,2.0,60.0,Budhwar Peth,2
1448,935.0,2.0,78.0,Budhwar Peth,2
1449,1190.0,2.0,70.0,Budhwar Peth,2
1450,1814.0,3.0,129.0,Budhwar Peth,3
1451,1080.0,2.0,46.0,Budhwar Peth,2
1452,1070.0,2.0,50.0,Budhwar Peth,2
1453,1300.0,2.0,75.0,Budhwar Peth,2
1454,815.0,2.0,40.0,Budhwar Peth,2
1456,1197.0,2.0,79.9,Budhwar Peth,2
1457,1427.0,2.0,85.0,Budhwar Peth,3
1458,1400.0,2.0,86.0,Budhwar Peth,3
1459,2240.0,4.0,160.0,Budhwar Peth,4
1460,1100.0,2.0,90.0,Budhwar Peth,2
1461,1200.0,3.0,75.0,Budhwar Peth,3
1462,1305.0,2.0,67.0,Budhwar Peth,2
1463,1115.0,2.0,50.0,Budhwar Peth,2
1464,1850.0,3.0,98.0,Budhwar Peth,3
1465,1100.0,2.0,40.0,Bund Garden Road,2
1466,1260.0,2.0,66.78,Bund Garden Road,2
1468,1010.0,2.0,29.5,Bund Garden Road,2
1469,1150.0,3.0,52.5,Bund Garden Road,2
1470,961.0,2.0,38.0,Bund Garden Road,2
1471,1185.0,2.0,41.0,Bund Garden Road,2
1472,1740.0,2.0,95.0,Bund Garden Road,3
1473,1115.0,2.0,50.0,Bund Garden Road,2
1474,1350.0,2.0,75.0,Bund Garden Road,3
1475,1700.0,3.0,115.0,Bund Garden Road,3
1477,1750.0,3.0,95.0,Bund Garden Road,3
1478,1080.0,2.0,43.2,Bund Garden Road,2
1481,1925.0,3.0,120.0,Bund Garden Road,3
1483,900.0,2.0,64.0,Bund Garden Road,2
1484,1000.0,2.0,64.0,Bund Garden Road,2
1486,1535.0,3.0,72.5,Bund Garden Road,3
1487,674.0,1.0,21.0,Bund Garden Road,1
1488,1200.0,2.0,55.0,Bund Garden Road,2
1489,730.0,1.0,35.0,Bund Garden Road,1
1490,1366.0,3.0,76.85,Bund Garden Road,2
1491,1260.0,2.0,75.0,Bund Garden Road,2
1492,900.0,1.0,30.0,Bund Garden Road,1
1493,1035.0,2.0,41.43,Bund Garden Road,2
1494,1150.0,2.0,38.0,Bund Garden Road,2
1495,919.0,2.0,49.0,Bund Garden Road,2
1496,1400.0,2.0,68.0,Bund Garden Road,2
1497,1260.0,2.0,70.0,Bund Garden Road,2
1498,1752.0,3.0,145.0,Bund Garden Road,3
1499,1500.0,2.0,130.0,Bund Garden Road,3
1500,780.0,2.0,35.0,Bund Garden Road,2
1501,1360.0,2.0,75.0,Bund Garden Road,3
1502,4960.0,4.0,400.0,Bund Garden Road,4
1503,1130.0,2.0,73.0,Bund Garden Road,2
1504,1550.0,3.0,75.0,Bund Garden Road,3
1505,1636.0,3.0,97.0,Bund Garden Road,3
1507,1104.0,2.0,35.5,Bund Garden Road,2
1508,2631.0,3.0,200.0,Bund Garden Road,4
1509,1060.0,2.0,48.5,Bund Garden Road,2
1510,1850.0,3.0,90.0,Bund Garden Road,3
1511,1760.0,3.0,127.0,Bund Garden Road,3
1512,1216.0,2.0,83.0,Bund Garden Road,2
1513,1100.0,2.0,53.0,Bund Garden Road,3
1515,1314.0,2.0,83.0,Bund Garden Road,2
1516,1504.0,2.0,100.0,Bund Garden Road,3
1518,1570.0,3.0,110.0,Bund Garden Road,3
1519,1144.0,2.0,67.0,Bund Garden Road,2
1520,1351.0,2.0,78.0,Bund Garden Road,3
1521,1116.0,2.0,51.89,Bund Garden Road,2
1522,1800.0,3.0,140.0,Bund Garden Road,3
1523,3200.0,3.0,250.0,Bund Garden Road,4
1524,1255.0,2.0,53.87,Bund Garden Road,2
1525,1253.0,2.0,81.5,Bund Garden Road,2
1526,1000.0,2.0,45.0,Bund Garden Road,2
